,AcresBurned,Active,ArchiveYear,CanonicalUrl,Counties,CountyIds,Extinguished,Latitude,Location,Longitude,Name,Started,country,country_code,postcode
1318,18.0,False,2018,/incidents/2018/4/22/lago-fire/,Riverside,33,2019-01-03,33.887440000000005,"Via Del Lago and Alta Calle, Lake Perris, Moreno Valley",-117.16232,Lago Fire,2018-04-22,United States,us,
1319,17.0,False,2018,/incidents/2018/11/3/rincon-fire/,Santa Cruz,44,2019-01-04,37.0125,"off Highway 9 and Rincon Crossing, north of Santa Cruz  ",-122.046,Rincon Fire,2018-11-03,United States,us,95064
1320,17.0,False,2018,/incidents/2018/6/17/china-fire/,Amador,3,2019-01-04,38.265645,"off China Gulch Road and Comanche Parkway North, Jackson Valley",-120.892404,China Fire,2018-06-17,United States,us,
1321,17.0,False,2018,/incidents/2018/6/3/ethanac-fire/,Riverside,33,2019-01-04,33.742,"Highway 74 and Ethanac Rd, City of Perris",-117.28188999999999,Ethanac Fire,2018-06-03,United States,us,92570
1322,16.0,False,2018,/incidents/2018/8/12/oak-fire/,Nevada,29,2019-01-04,39.10494,"off Oak Lane and Buck Mountain Road, south of Grass Valley",-121.07038999999999,Oak Fire,2018-08-12,United States,us,95949
1323,16.0,False,2018,/incidents/2018/7/15/johnson-fire/,Humboldt,12,2019-01-04,41.34453,Highway 169 in Pecwan,-123.85404,Johnson Fire,2018-07-15,United States,us,
1324,16.0,False,2018,/incidents/2018/5/27/keeler-fire/,Santa Clara,43,2019-01-04,37.21803,"Keeler Court and Santa Teresa Blvd., south of San Jose",-121.76828,Keeler Fire,2018-05-27,United States,us,95139
1325,15.0,False,2018,/incidents/2018/10/10/iron-gate-fire/,Siskiyou,47,2019-01-04,41.940459999999995,1 mile northwest of Iron Gate Dam,-122.43933,Iron Gate Fire,2018-10-10,United States,us,
1326,15.0,False,2018,/incidents/2018/9/2/essex-fire/,Modoc,25,2019-01-04,41.521229999999996,"East of Essex Reservoir, northeast of Canby.",-120.72362,Essex Fire,2018-09-02,United States,us,
1327,15.0,False,2018,/incidents/2018/5/4/woodchuck-fire/,Riverside,33,2019-01-04,33.467999,"Hwy 79 & Woodchuck Road, Temecula",-117.00382900000001,Woodchuck Fire,2018-05-04,United States,us,92536
1328,15.0,False,2018,/incidents/2018/4/15/tyler-fire/,Riverside,33,2019-01-03,33.711263,"Tyler Street and Vista Del Sur, Coachella, City of Coachella",-116.16405800000001,Tyler Fire,2018-04-15,United States,us,92236
1329,14.0,False,2018,/incidents/2018/8/6/casner-fire/,San Diego,37,2019-01-04,33.05737,"off Old Julian Highway and Creek Hollow, west of Ramona",-116.77153999999999,Casner Fire,2018-08-06,United States,us,92065
1330,14.0,False,2018,/incidents/2018/7/17/camp-fire/,San Luis Obispo,40,2019-01-04,35.70086,"off Gage Irving Road, South Lake Nacimiento",-120.97339,Camp Fire,2018-07-17,United States,us,93446
1331,14.0,False,2018,/incidents/2018/7/14/3-2-fire/,Lassen,18,2019-01-04,39.99309,"off Homestead Ranch Road, southeast of Doyle ",-120.02136999999999,3-2 Fire,2018-07-14,United States,us,
1332,14.0,False,2018,/incidents/2018/6/1/madison-fire/,Yolo,57,2019-01-04,38.64953,"County Road 25 and County Road 86A, community of Madison north of Winters       ",-122.01762,Madison FIre,2018-06-01,United States,us,95627
1333,13.0,False,2018,/incidents/2018/9/4/ranchera-fire/,Shasta,45,2019-01-04,40.678889,"Ranchera Road and Hill Boulevard, Shasta Lake City",-122.40055600000001,Ranchera Fire,2018-09-04,United States,us,96019
1334,13.0,False,2018,/incidents/2018/7/20/cinnamon-fire/,San Diego,37,2019-01-04,33.04898,"Old Julian Way & Cinnamon Rock Rd, east of Ramona",-116.78928,Cinnamon Fire,2018-07-20,United States,us,92065
1335,13.0,False,2018,/incidents/2018/6/2/coldwell-fire/,Fresno,10,2019-01-04,36.10499,"Hwy 198 and Coldwell Ln, 10 miles west of Coalinga",-120.55323999999999,Coldwell Fire,2018-06-02,United States,us,93210
1336,12.0,False,2018,/incidents/2018/10/14/tower-fire/,Shasta,45,2019-01-04,40.496179999999995,"Cloverdale & Clear Creek, Near the community of Igo",-122.51597,Tower Fire,2018-10-14,United States,us,
1337,12.0,False,2018,/incidents/2018/9/20/meyers-fire/,El Dorado,9,2019-01-04,38.7448,Meyers Rd in Camino,-120.65671999999999,Meyers Fire,2018-09-20,United States,us,95709
1338,12.0,False,2018,/incidents/2018/7/13/gray-fire/,San Bernardino,36,2019-01-04,34.171786,Muscoy,-117.35606000000001,Gray Fire,2018-07-13,United States,us,92407
1339,12.0,False,2018,/incidents/2018/7/10/school-fire/,Madera,20,2019-01-04,37.227909999999994,"in the area of Road 230 and Road 225, North Fork",-119.50461000000001,School Fire,2018-07-10,United States,us,93643
1340,12.0,False,2018,/incidents/2018/6/9/mission-fire/,Marin,21,2019-01-04,37.97638,"Mission Avenue and C Street, City of San Rafael",-122.5275,Mission Fire,2018-06-09,United States,us,94901
1341,12.0,False,2018,/incidents/2018/6/5/vista-fire/,San Diego,37,2019-01-04,33.40769,"Vista Del Lago/Via Ranchitos, Fallbrook",-117.22973999999999,Vista Fire,2018-06-05,United States,us,92028
1342,12.0,False,2018,/incidents/2018/6/4/meamber-fire/,Siskiyou,47,2019-01-04,41.64805,"Meamber Creek Road, 8 miles west of Fort Jones",-122.98442,Meamber Fire,2018-06-04,United States,us,96032
1343,12.0,False,2018,/incidents/2018/6/3/resort-fire/,San Luis Obispo,40,2019-01-04,35.75737,"Lake Nacimiento, 10 miles west of Paso Robles",-120.91793,Resort Fire,2018-06-03,United States,us,
1344,12.0,False,2018,/incidents/2018/5/21/bellagio-fire/,Napa,28,2019-01-04,38.16303,"American Canyon Rd, East of American Canyon",-122.23058999999999,Bellagio Fire,2018-05-21,United States,us,94503
1345,12.0,False,2018,/incidents/2018/5/14/grant-fire/,Alameda,1,2019-01-04,37.73835,"Grant Line Road and I-580, east of Livermore",-121.6039,Grant Fire,2018-05-14,United States,us,
1346,12.0,False,2018,/incidents/2018/5/10/volcan-fire/,San Diego,37,2019-01-04,33.12213,"Volcan Road and Farmer Road, north of the community of Julian",-116.58758999999999,Volcan Fire,2018-05-10,United States,us,
1347,11.0,False,2018,/incidents/2018/7/10/dark-fire/,Butte,4,2019-01-04,39.66492,"south of Rich Gulch, near Lake Oroville",-121.51772,Dark Fire,2018-07-10,United States,us,
1348,11.0,False,2018,/incidents/2018/7/9/cornerstone-fire/,Madera,20,2019-01-04,37.198170000000005,"Cornerstone Court, Yosemite Lakes",-119.80413999999999,Cornerstone Fire,2018-07-09,United States,us,93614
1349,11.0,False,2018,/incidents/2018/6/3/grande-fire/,Riverside,33,2019-01-04,33.47413,"Vuelta Grande Rd and Carancho Rd, Community of De Luz",-117.31468000000001,Grande Fire,2018-06-03,United States,us,92590
1350,11.0,False,2018,/incidents/2018/3/27/rock-fire/,Shasta,45,2019-01-03,40.4635,"Rock Creek Rd, SE of Shingletown",-121.77418999999999,Rock Fire,2018-03-27,United States,us,96088
1351,10.0,False,2018,/incidents/2018/11/16/bear-fire/,Santa Cruz,44,2019-01-04,37.12857,"off Bear Creek Road and Mayfair Road, Boulder Creek north of Santa Cruz",-122.12036,Bear Fire ,2018-11-16,United States,us,95006
1352,10.0,False,2018,/incidents/2018/11/12/green-hill-fire/,Humboldt,12,2019-01-04,40.888785,off Highway 299 in the area of Green Hill,-124.00184899999999,Green Hill Fire,2018-11-12,United States,us,95525
1353,10.0,False,2018,/incidents/2018/10/15/powellton-fire/,Butte,4,2019-01-04,39.93427,"Upper Powellton Rd and Skyway, north of Stirling City",-121.54103,Powellton Fire,2018-10-15,United States,us,
1354,10.0,False,2018,/incidents/2018/8/19/keller-fire/,Riverside,33,2019-01-04,33.627006,off Scenic View Drive and Keller Road,-117.17173100000001,Keller Fire,2018-08-19,United States,us,92584
1355,10.0,False,2018,/incidents/2018/8/9/syar-fire/,Napa,28,2019-01-04,38.272290000000005,Napa Vallejo Highway and Syar Industrial Way,-122.26388999999999,Syar Fire,2018-08-09,United States,us,94559
1356,10.0,False,2018,/incidents/2018/7/17/lott-fire/,Siskiyou,47,2019-01-04,41.632373,"off Lott Rd and Bunny Ln, 15 miles north of Weed ",-122.37985,Lott Fire,2018-07-17,United States,us,96064
1357,10.0,False,2018,/incidents/2018/7/6/building-fire/,San Diego,37,2019-01-04,32.619855,off Highway 94 and Community Building Road near Dulzura,-116.764733,Building Fire,2018-07-06,United States,us,91917
1358,10.0,False,2018,/incidents/2018/6/29/llano-fire/,Butte,4,2019-01-04,39.6139,"at the Llano Seco Ranch, south of Chico",-121.954098,Llano Fire,2018-06-29,United States,us,
1359,10.0,False,2018,/incidents/2018/6/21/creek-fire/,San Luis Obispo,40,2019-01-04,35.05747,"Suey Creek Road & Crystal Springs, east of Nipomo",-120.39295,Creek Fire,2018-06-21,United States,us,93454
1360,10.0,False,2018,/incidents/2018/6/19/ranchita-fire/,Monterey,27,2019-01-04,35.77017,"Ranchita Canyon Road, southwest of the town of Parkfield",-120.57833000000001,Ranchita Fire,2018-06-19,United States,us,
1361,10.0,False,2018,/incidents/2018/6/5/pallet-fire/,Sonoma,49,2019-01-04,38.245151,"Hwy 12 and Broadway, Schellville ",-122.44408,Pallet Fire,2018-06-05,United States,us,95476
1362,10.0,False,2018,/incidents/2018/6/3/green-fire/,San Diego,37,2019-01-04,32.75072,"Greenwick Rd and Brabham St, Community of Rancho San Diego",-116.92403999999999,Green Fire,2018-06-03,United States,us,92019
1363,10.0,False,2018,/incidents/2018/6/3/black-fire/,Tehama,52,2019-01-04,39.80827,Black Butte Lake and Newville Road west of Orland,-122.3307,Black Fire,2018-06-03,United States,us,95963
1364,10.0,False,2018,/incidents/2018/6/2/jardin-fire/,Riverside,33,2019-01-04,33.450140000000005,"Calle Jardin  and Calle Uva, Temecula",-117.22215,Jardin Fire,2018-06-02,United States,us,92590
1365,10.0,False,2018,/incidents/2018/5/28/70th-fire/,Riverside,33,2019-01-04,33.53924,"Highway 86 Expressway and Avenue 70, Thermal",-116.10231,70th Fire,2018-05-28,United States,us,92254
1366,0.0,False,2018,/incidents/2018/11/29/honey-flooding/,Butte,4,2019-01-04,39.71217,"Lower Skyway and Lower Honey Run, Between Chico and Paradise ",-121.77385,Honey Flooding,2018-11-29,United States,us,95928
1367,0.0,False,2018,/incidents/2018/4/24/grape-fire/,Humboldt,12,2019-01-03,40.70258,"Black Bennet Rd. near Grape Creek, 8 miles southwest of Burnt Ranch",-123.55011999999999,Grape Fire,2018-04-24,United States,us,
1368,0.0,False,2018,/incidents/2018/1/9/montecito-flooding-mudflows/,Santa Barbara,"42,56",2019-01-03,0.0,"Montecito, Summerland and Carpenteria",0.0,Montecito Flooding / Mudflows,2018-01-09,,,
1369,0.0,False,2018,/incidents/2018/1/9/montecito-flooding-mudflows/,Ventura,"42,56",2019-01-03,0.0,"Montecito, Summerland and Carpenteria",0.0,Montecito Flooding / Mudflows,2018-01-09,,,
1370,1806.0,False,2019,/incidents/2019/10/30/easy-fire/,Ventura,56,2019-11-02,34.282179,"West Easy Street and West Los Angeles Avenue, Simi Valley",-118.803389,Easy Fire,2019-10-30,United States,us,93021
1371,1300.0,False,2019,/incidents/2019/8/16/gaines-fire/,Mariposa,22,,37.536069,"Mt Gaines Rd and Bear Valley Rd, Bear Valley",-120.17701799999999,Gaines Fire,2019-08-16,United States,us,95325
1372,1011.0,False,2019,/incidents/2019/10/10/sandalwood-fire/,Riverside,33,,33.9925,Calimesa Boulevard and Sandalwood Drive,-117.05916699999999,Sandalwood Fire,2019-10-10,United States,us,92320
1373,605.0,False,2019,/incidents/2019/10/27/rawson-fire/,Tehama,52,2019-10-28,40.001709999999996,"Gyle Road and Long Dirt Road, Northwest of Corning",-122.25421000000001,Rawson Fire,2019-10-27,United States,us,96021
1374,494.0,False,2019,/incidents/2019/10/30/hill-fire/,Riverside,33,2019-11-02,34.01778,"Granite Hill and Pyrite Street, in Jurupa Valley ",-117.4625,Hill Fire ,2019-10-30,United States,us,92509
1375,355.0,False,2019,/incidents/2019/11/25/foothills-fire/,Placer,31,,38.838992,"Foothills and McAnally Drive, northwest of Roseville",-121.325842,Foothills Fire,2019-11-25,United States,us,95765
1376,289.0,False,2019,/incidents/2019/10/9/cross-fire/,Monterey,"27,40",2019-10-11,35.790690000000005,Indian Valley Road and Monterey County Line near Camp Robert's,-120.73102,Cross Fire,2019-10-09,United States,us,
1377,289.0,False,2019,/incidents/2019/10/9/cross-fire/,San Luis Obispo,"27,40",2019-10-11,35.790690000000005,Indian Valley Road and Monterey County Line near Camp Robert's,-120.73102,Cross Fire,2019-10-09,United States,us,
1378,149.0,False,2019,/incidents/2019/7/21/valley-fire/,Mariposa,22,,37.241427," Old Hwy and Guadalupe, East of Mariposa",-120.027731,Valley Fire,2019-07-21,United States,us,
1379,137.0,False,2019,/incidents/2019/10/18/mud-fire/,Fresno,10,2019-10-19,36.319291,"Los Gatos Creek Road and Joaquin Rocks Lookout Road, east of Coalinga",-120.46018899999999,Mud Fire ,2019-10-18,United States,us,
1380,107.0,False,2019,/incidents/2019/8/7/3-2-willow-previously-h-1-fire/,Lassen,18,,40.900458,"Pittville Road and Sheep Flat Road, southeast of Fall River Mills",-121.320838,3-2 Willow (Previously H-1 Fire),2019-08-07,United States,us,
1381,75.0,False,2019,/incidents/2019/10/10/wolf-fire/,Riverside,33,2019-10-12,33.8615,"Wolfskill Truck Road near Silver Creek Drive, south of Banning",-116.897333,Wolf Fire,2019-10-10,United States,us,
1382,40.0,False,2019,/incidents/2019/10/10/merrill-fire/,Contra Costa,7,2019-10-10,37.828267,"Merrill Circle N and Merrill Dr, Moraga",-122.103867,Merrill Fire,2019-10-10,United States,us,94556
1383,37.0,False,2019,/incidents/2019/10/25/miller-fire/,San Diego,37,2019-10-27,33.259861,"Miller Lane and Cole Grade Lane, North of Valley Center ",-117.02733300000001,Miller Fire,2019-10-25,United States,us,92082
1384,35.0,False,2019,/incidents/2019/10/24/mines-fire/,Alameda,1,2019-10-27,37.62782,"Mines Rd and Del Valle Rd, southeast of Livermore",-121.68598,Mines Fire,2019-10-24,United States,us,
1385,35.0,False,2019,/incidents/2019/7/18/rains-fire/,Stanislaus,50,2019-07-18,37.420988,"Frank Raines Park on Del Puerto Canyon Road, west of Patterson",-121.371276,Rains Fire,2019-07-18,United States,us,
1386,30.0,False,2019,/incidents/2019/7/12/horse-fire/,Shasta,45,,40.463936,"Blue Horse Rd and Saddle Trail, 2 miles NW of Olinda",-122.435492,Horse Fire,2019-07-12,United States,us,96007
1387,27.0,False,2019,/incidents/2019/7/18/whiskey-fire/,Calaveras,5,2019-07-20,38.115224,near the Whiskey Creek Day Use area of New Hogan Lake,-120.78068,Whiskey Fire,2019-07-18,United States,us,
1388,26.0,False,2019,/incidents/2019/8/3/la-barisa-fire/,San Bernardino,36,2019-08-04,34.202883,Off La Barisa Dr & Hwy 247 in Landers,-116.4449,La Barisa Fire,2019-08-03,United States,us,92284
1389,25.0,False,2019,/incidents/2019/7/17/vista-fire/,San Diego,37,2019-07-18,32.794768,Off Vista De La Montana in the Dehesa area,-116.839743,Vista Fire,2019-07-17,United States,us,92019
1390,22.0,False,2019,/incidents/2019/9/29/chaparral-fire/,El Dorado,9,2019-09-29,38.538467,Chaparral Drive and Latrobe Road in Latrobe,-120.96510500000001,Chaparral Fire,2019-09-29,United States,us,95682
1391,22.0,False,2019,/incidents/2019/7/12/mid-fire/,Alameda,1,2019-07-12,37.093243,"patterson pass and mid way, eastern",-121.586846,Mid Fire,2019-07-12,United States,us,95046
1392,15.0,False,2019,/incidents/2019/10/15/nustar-fire/,Contra Costa,7,,38.045866,"San Pablo Ave and Cummings Skyway, Crockett",-122.245186,Nustar Fire,2019-10-15,United States,us,94572
1393,12.0,False,2019,/incidents/2019/8/27/sage-fire/,Riverside,33,2019-08-27,33.463991,"near the intersection of Sage Road and Highway 79, in Aguanga",-116.914799,Sage Fire,2019-08-27,United States,us,
1394,10.0,False,2019,/incidents/2019/10/4/wilson-fire/,Mendocino,23,,39.613783000000005,"Highway 101 south of Sloan and Old Sherwood Road in Willits, California",-123.45878200000001,Wilson Fire,2019-10-04,United States,us,
1395,10.0,False,2019,/incidents/2019/9/3/deer-fire/,Santa Cruz,44,2019-09-06,37.178353,"Deer Creek Road and Rons Road, northeast of Boulder Creek",-122.07743,Deer Fire,2019-09-03,United States,us,
1396,77758.0,False,2019,/incidents/2019/10/23/kincade-fire/,Sonoma,49,2019-11-06,38.792458,"John Kincade Road and Burned Mountain Road, northeast of Geyserville",-122.78005300000001,Kincade Fire,2019-10-23,United States,us,
1397,54612.0,False,2019,/incidents/2019/9/4/walker-fire/,Plumas,32,,40.061389,"Indian Creek and Beckworth Genesee Road, east of Genesee",-120.68055600000001,Walker Fire,2019-09-04,United States,us,95983
1398,14217.0,False,2019,/incidents/2019/7/28/tucker-fire/,Modoc,25,2019-08-11,41.79591,"Hwy 139 and Tucker Butte Rd, 6 miles SW of Clear Lake Reservoir",-121.260305,Tucker Fire,2019-07-28,United States,us,
1399,10296.0,False,2019,/incidents/2019/9/6/taboose-fire/,Inyo,14,2019-11-21,37.034,south west of Big Pine and north west of Aberdeen,-118.345,Taboose Fire,2019-09-06,United States,us,
1400,9999.0,False,2019,/incidents/2019/10/31/maria-fire/,Ventura,56,2019-11-06,34.302212,"off of Bradley Road and Solano Verde Dr, Top of South Mt, Santa Paula",-118.997115,Maria Fire ,2019-10-31,United States,us,
1401,8838.0,False,2019,/incidents/2019/9/5/red-bank-fire/,Tehama,52,2019-09-13,40.12,"Off Hammer Loop Road and Petty John Road, West of Red Bluff ",-122.64,Red Bank Fire,2019-09-05,United States,us,
1402,8799.0,False,2019,/incidents/2019/10/10/saddle-ridge-fire/,Los Angeles,19,2019-10-31,34.329879999999996,"Saddle Ridge Rd, Sylmar",-118.48161,Saddle Ridge Fire,2019-10-10,United States,us,91312
1403,5737.0,False,2019,/incidents/2019/9/6/lone-fire/,Modoc,25,2019-09-13,41.748000000000005,"Pinnacle Lake, Doublehead Ranger district, Modoc National Forest",-121.056,Lone Fire,2019-09-06,United States,us,
1404,5563.0,False,2019,/incidents/2019/10/6/briceburg-fire/,Mariposa,22,,37.604638,Highway 140 and Briceburg Bridge Road north of Midpines ,-119.96606000000001,Briceburg Fire,2019-10-06,United States,us,
1405,5332.0,False,2019,/incidents/2019/9/5/south-fire/,Tehama,52,2019-12-02,40.109,"Southeast aspect of Tomhead Mountain, South of Platina",-122.789,South Fire,2019-09-05,United States,us,
1406,4840.0,False,2019,/incidents/2019/9/6/springs-fire/,Mono,26,,37.826,"southeast of Lee Vining, CA",-118.87200000000001,Springs Fire,2019-09-06,United States,us,
1407,4615.0,False,2019,/incidents/2019/10/24/tick-fire/,Los Angeles,19,,34.472778000000005,"Tick Canyon Rd and Summit Knoll Rd, Canyon Country",-118.36805600000001,Tick Fire,2019-10-24,United States,us,91390
1408,3435.0,False,2019,/incidents/2019/10/11/caples-fire/,El Dorado,9,,38.724000000000004,Northern ridge above Caples Creek north of Highway 88,-120.145,Caples Fire,2019-10-11,United States,us,
1409,3380.0,False,2019,/incidents/2019/8/28/r-1-fire/,Lassen,18,2019-09-04,40.593,"Hagata Canyon, east of Eagle Lake",-120.581,R-1 Fire,2019-08-28,United States,us,
1410,3126.0,False,2019,/incidents/2019/11/25/cave-fire-no-longer-a-cal-fire-incident/,Santa Barbara,42,2019-12-14,34.5025,Highway 154 and E Camino Cielo near Painted Cave in the Los Padres National Forest,-119.785,Cave Fire (No Longer a CAL FIRE Incident),2019-11-25,United States,us,93105
1411,2546.0,False,2019,/incidents/2019/6/26/lonoak-fire/,Monterey,27,2019-06-26,36.284259999999996,"Lonoak Rd & Airline Hwy, East of King City  ",-120.94771000000001,Lonoak Fire,2019-06-26,United States,us,
1412,2534.0,False,2019,/incidents/2019/11/3/ranch-fire/,Tehama,52,2019-11-14,40.036379,"Colyer Springs Rd and Raglin Ridge Rd, southwest of Red Bluff",-122.637837,Ranch Fire,2019-11-03,United States,us,
1413,2512.0,False,2019,/incidents/2019/6/8/sand-fire/,Yolo,57,2019-06-17,38.88978,Guinda,-122.23921999999999,Sand Fire,2019-06-08,United States,us,
1414,2500.0,False,2019,/incidents/2019/5/7/refuge-fire/,Kern,15,2019-05-09,35.72057,"off Twisselmen Road, in the Kern National Wildlife Refuge,15 miles west of Delano",-119.62762,Refuge Fire,2019-05-07,United States,us,
1415,2438.0,False,2019,/incidents/2019/8/24/long-valley-fire/,Lassen,18,2019-08-27,39.892222,"Off Highway 395 and Red Rock Road, North of Hallelujah Junction",-120.02972199999999,Long Valley Fire ,2019-08-24,United States,us,
1416,2422.0,False,2019,/incidents/2019/6/26/rock-fire/,Stanislaus,50,2019-06-27,37.46577,"Del Puerto Canyon Rd, east of Patterson  ",-121.28312,Rock Fire,2019-06-26,United States,us,
1417,1975.0,False,2019,/incidents/2019/9/6/cow-fire/,Inyo,14,2019-11-21,36.284,"Golden Trout Wilderness, Inyo National Forest",-118.228,Cow Fire,2019-09-06,United States,us,
1418,1926.0,False,2019,/incidents/2019/9/4/tenaja/,Riverside,33,2019-09-14,33.528469,"Tenaja Road and Clinton Keith Road, in La Cresta",-117.27315700000001,Tenaja,2019-09-04,United States,us,92562
1419,1872.0,False,2019,/incidents/2019/9/7/lime-fire/,Siskiyou,47,,41.862237,"Ash Creek and Highway 96, Southwest of Hornbrook",-122.66225800000001,Lime Fire,2019-09-07,United States,us,
1420,1764.0,False,2019,/incidents/2019/6/12/mcmillan-fire/,San Luis Obispo,40,2019-06-24,35.66318,"Highway 46 East and McMillan Canyon Road, North of Shandon",-120.41128,McMillan Fire,2019-06-12,United States,us,93461
1421,1507.0,False,2019,/incidents/2019/8/16/border-8-fire/,Mexico,62,2019-08-17,32.573437,"City of Tecate, southeast of San Diego ",-116.65873500000001,Border 8 Fire,2019-08-16,México,mx,21449
1422,1350.0,False,2019,/incidents/2019/6/8/west-butte-fire/,Sutter,51,2019-06-17,39.28926,"North Butte Rd & West Butte Rd, northeast of Colusa",-121.85906000000001,West Butte Fire,2019-06-08,United States,us,95953
1423,1301.0,False,2019,/incidents/2019/8/9/ward-fire/,State of Oregon,61,2019-08-18,42.033,"Highway 66 and Ward Rd, 13 miles west of Keno, Oregon",-122.175,Ward Fire,2019-08-09,United States,us,
1424,1165.0,False,2019,/incidents/2019/7/13/jasper-fire/,State of Nevada,59,2019-07-16,39.631945,"Chimney Rd and Barrel Springs Rd, 2 miles North of Sun Valley Nevada",-119.76988100000001,Jasper Fire,2019-07-13,United States,us,89433-7303
1425,1127.0,False,2019,/incidents/2019/6/5/boulder-fire/,San Luis Obispo,40,2019-06-11,35.343761,"off Highway 58 and Boulder Creek Road, California Valley",-119.91371699999999,Boulder Fire,2019-06-05,United States,us,
1426,1020.0,False,2019,/incidents/2019/8/8/w1-mcdonald-fire/,Lassen,18,2019-08-11,40.943799,"Cold Springs Rd and McDonald Peak, 11 miles southeast of Madeline",-120.27529799999999,W1 McDonald Fire,2019-08-08,United States,us,
1427,974.0,False,2019,/incidents/2019/7/8/gillis-fire/,San Luis Obispo,40,2019-07-09,35.63111111,Gillis Canyon and South East of Shandon,-120.26916667,Gillis Fire,2019-07-08,United States,us,
1428,835.0,False,2019,/incidents/2019/5/29/belmont-fire/,San Luis Obispo,40,2019-06-03,35.307590000000005,"Belmont & Costa Mesa Rd, In California Valley",-119.96498000000001,Belmont Fire,2019-05-29,United States,us,
1429,757.0,False,2019,/incidents/2019/8/3/marsh-complex/,Contra Costa,7,2019-08-06,37.908362,"Marsh Creek Rd and Morgan Territory Rd, southwest of Brentwood",-121.872941,Marsh Complex,2019-08-03,United States,us,94157
1430,756.0,False,2019,/incidents/2019/8/31/creek-fire/,Tulare,54,,36.40193,"Dry Creek Dr and Lomitas Drive, east of Woodlake",-119.030621,Creek Fire,2019-08-31,United States,us,93244
1431,745.0,False,2019,/incidents/2019/10/28/getty-fire/,Los Angeles,19,2019-11-05,34.098191,East Sepulveda Blvd and I-405 near Los Angeles City ,-118.47871699999999,Getty Fire ,2019-10-28,United States,us,90049
1432,703.0,False,2019,/incidents/2019/10/27/burris-fire/,Mendocino,23,2019-11-03,39.224309999999996,"Potter Valley Road and  Highway 20, east of Calpella in Mendocino County",-123.12886999999999,Burris Fire,2019-10-27,United States,us,
1433,604.0,False,2019,/incidents/2019/9/20/baseline-fire/,Placer,31,,38.751647999999996,"Baseline Road and Country Acres Lane, north of Rio Linda ",-121.43263600000002,Baseline Fire ,2019-09-20,United States,us,95626
1434,600.0,False,2019,/incidents/2019/8/22/mountain-fire/,Shasta,45,2019-08-26,40.715556,"Bear Mountain Road and Dry Creek Road, north of Bella Vista",-122.24194399999999,Mountain Fire,2019-08-22,United States,us,96003
1435,600.0,False,2019,/incidents/2019/6/7/stuhr-fire/,Stanislaus,50,2019-06-11,37.259879999999995,"Interstate 5 and Pete Miller Road, southwest of Newman",-121.09375,Stuhr Fire,2019-06-07,United States,us,95322
1436,526.0,False,2019,/incidents/2019/10/6/american-fire/,Napa,28,2019-10-07,38.165873,"American Canyon and Highway 80, east of American Canyon",-122.211671,American Fire,2019-10-06,United States,us,94503
1437,525.0,False,2019,/incidents/2019/6/21/jerry-fire/,Riverside,33,2019-06-24,33.919507,"off Gilman Springs Road, between Highway 60 and Jack Rabbit Trail",-117.103765,Jerry Fire,2019-06-21,United States,us,92555
1438,520.0,False,2019,/incidents/2019/9/14/horseshoe-fire/,Riverside,33,,33.4853,"Horseshoe Trail and Stagecoach Road, Juniper Flats",-117.043723,Horseshoe Fire ,2019-09-14,United States,us,92592
1439,496.0,False,2019,/incidents/2019/9/7/swedes-fire/,Butte,4,2019-09-13,39.45296,"Swedes Flat Road and Oro Bangor Highway, east of Oroville",-121.41261899999999,Swedes Fire,2019-09-07,United States,us,
1440,448.0,False,2019,/incidents/2019/8/1/caliente-fire/,San Diego,37,2019-08-03,32.575556,"Off Airway Road and Caliente Ave, in San Ysidro ",-117.02666699999999,Caliente Fire,2019-08-01,United States,us,92154
1441,448.0,False,2019,/incidents/2019/7/31/mesa-fire/,Kern,15,,35.60989,"near Quail Dr and Bobcat Dr in the Kern River Valley, South of Lake Isabela",-118.41203999999999,Mesa Fire ,2019-07-31,United States,us,
1442,423.0,False,2019,/incidents/2019/8/15/hunter-fire/,Mariposa,22,,37.532028000000004,"Bear Valley Rd and Cotton Creek Rd, east of Snelling",-120.208019,Hunter Fire,2019-08-15,United States,us,95338
1443,420.0,False,2019,/incidents/2019/10/17/real-fire/,Santa Barbara,42,2019-10-21,34.484722,Calle Real & Hwy 101 west of El Capitan ,-120.19083300000001,Real Fire,2019-10-17,United States,us,
1444,381.0,False,2019,/incidents/2019/9/6/broder-fire/,Tulare,54,,36.150999999999996,Northeast of Broder Meadow,-118.185,Broder Fire,2019-09-06,United States,us,
1445,350.0,False,2019,/incidents/2019/10/10/reche-fire/,Riverside,33,2019-10-13,33.975405,"Reche Canyon Rd and Jordan Dr, Moreno Valley",-117.20706799999999,Reche Fire,2019-10-10,United States,us,92324
1446,328.0,False,2019,/incidents/2019/10/31/46-fire/,Riverside,33,2019-11-03,33.985972,"5300 block of 46th Street, East Jurupa Valley ",-117.414111,46 Fire,2019-10-31,United States,us,92509
1447,316.0,False,2019,/incidents/2019/7/29/lake-fire/,Monterey,27,,35.908333,"near Lake San Antonio, Jolon Road and New Pleyto Road, Lockwood ",-120.984167,Lake Fire,2019-07-29,United States,us,
1448,300.0,False,2019,/incidents/2019/9/28/hwy-fire/,Butte,4,2019-09-28,39.622137,"Off of Hwy 99 and Hwy 149, Southeast of Chico",-121.693472,Hwy Fire,2019-09-28,United States,us,
