Year,Geography,Age,Category,Demographic,Count,Rate
2017,San Mateo,All Ages,Total Population,All Ages,2346,31.8
2017,Santa Barbara,All Ages,Total Population,All Ages,1471,33.5
2017,Santa Clara,All Ages,Total Population,All Ages,5865,30.7
2017,Santa Cruz,All Ages,Total Population,All Ages,772,29.8
2017,Shasta,All Ages,Total Population,All Ages,722,45.3
2017,Siskiyou,All Ages,Total Population,All Ages,159,42.1
2017,Solano,All Ages,Total Population,All Ages,3850,91.7
2017,Sonoma,All Ages,Total Population,All Ages,1938,41.6
2017,Stanislaus,All Ages,Total Population,All Ages,3077,56.6
2017,Sutter,All Ages,Total Population,All Ages,301,31.7
2017,Tehama,All Ages,Total Population,All Ages,350,59.7
2017,Trinity,All Ages,Total Population,All Ages,55,50.1
2017,Tulare,All Ages,Total Population,All Ages,2134,43.4
2017,Tuolumne,All Ages,Total Population,All Ages,244,53.6
2017,Ventura,All Ages,Total Population,All Ages,2836,34.8
2017,Yolo,All Ages,Total Population,All Ages,894,43.3
2017,Yuba,All Ages,Total Population,All Ages,366,47.9
2017,Alameda,All Ages,Race-Ethnicity,American Indian/Alaskan Native,36,75.0
2017,California,All Ages,Race-Ethnicity,American Indian/Alaskan Native,734,46.1
2017,Contra Costa,All Ages,Race-Ethnicity,American Indian/Alaskan Native,33,125.5
2017,Del Norte,All Ages,Race-Ethnicity,American Indian/Alaskan Native,16,93.1
2017,Fresno,All Ages,Race-Ethnicity,American Indian/Alaskan Native,17,28.2
2017,Humboldt,All Ages,Race-Ethnicity,American Indian/Alaskan Native,24,31.1
2017,Inyo,All Ages,Race-Ethnicity,American Indian/Alaskan Native,20,121.9
2017,Lake,All Ages,Race-Ethnicity,American Indian/Alaskan Native,15,86.4
2017,Los Angeles,All Ages,Race-Ethnicity,American Indian/Alaskan Native,57,29.8
2017,Mendocino,All Ages,Race-Ethnicity,American Indian/Alaskan Native,30,87.2
2017,Orange,All Ages,Race-Ethnicity,American Indian/Alaskan Native,12,25.3
2017,Riverside,All Ages,Race-Ethnicity,American Indian/Alaskan Native,45,42.8
2017,Sacramento,All Ages,Race-Ethnicity,American Indian/Alaskan Native,42,50.5
2017,San Bernardino,All Ages,Race-Ethnicity,American Indian/Alaskan Native,151,182.6
2017,San Diego,All Ages,Race-Ethnicity,American Indian/Alaskan Native,44,30.9
2017,San Francisco,All Ages,Race-Ethnicity,American Indian/Alaskan Native,27,211.5
2017,San Joaquin,All Ages,Race-Ethnicity,American Indian/Alaskan Native,16,45.5
2017,Shasta,All Ages,Race-Ethnicity,American Indian/Alaskan Native,18,46.7
2017,Solano,All Ages,Race-Ethnicity,American Indian/Alaskan Native,11,
2017,Sonoma,All Ages,Race-Ethnicity,American Indian/Alaskan Native,23,60.1
2017,Alameda,All Ages,Race-Ethnicity,Asian/Pacific Islander,1112,25.2
2017,Butte,All Ages,Race-Ethnicity,Asian/Pacific Islander,21,25.4
2017,California,All Ages,Race-Ethnicity,Asian/Pacific Islander,10945,21.2
2017,Contra Costa,All Ages,Race-Ethnicity,Asian/Pacific Islander,579,34.0
2017,El Dorado,All Ages,Race-Ethnicity,Asian/Pacific Islander,21,34.1
2017,Fresno,All Ages,Race-Ethnicity,Asian/Pacific Islander,208,21.5
2017,Humboldt,All Ages,Race-Ethnicity,Asian/Pacific Islander,14,38.5
2017,Kern,All Ages,Race-Ethnicity,Asian/Pacific Islander,98,28.3
2017,Los Angeles,All Ages,Race-Ethnicity,Asian/Pacific Islander,2515,18.6
2017,Marin,All Ages,Race-Ethnicity,Asian/Pacific Islander,18,12.2
2017,Merced,All Ages,Race-Ethnicity,Asian/Pacific Islander,54,29.6
2017,Monterey,All Ages,Race-Ethnicity,Asian/Pacific Islander,67,30.8
2017,Napa,All Ages,Race-Ethnicity,Asian/Pacific Islander,38,36.0
2017,Orange,All Ages,Race-Ethnicity,Asian/Pacific Islander,792,13.7
2017,Placer,All Ages,Race-Ethnicity,Asian/Pacific Islander,61,25.6
2017,Riverside,All Ages,Race-Ethnicity,Asian/Pacific Islander,249,18.0
2017,Sacramento,All Ages,Race-Ethnicity,Asian/Pacific Islander,957,41.4
2017,San Bernardino,All Ages,Race-Ethnicity,Asian/Pacific Islander,244,17.3
2017,San Diego,All Ages,Race-Ethnicity,Asian/Pacific Islander,733,21.2
2017,San Francisco,All Ages,Race-Ethnicity,Asian/Pacific Islander,476,20.6
2017,San Joaquin,All Ages,Race-Ethnicity,Asian/Pacific Islander,412,38.0
2017,San Mateo,All Ages,Race-Ethnicity,Asian/Pacific Islander,456,24.2
2017,Santa Barbara,All Ages,Race-Ethnicity,Asian/Pacific Islander,32,16.5
2017,Santa Clara,All Ages,Race-Ethnicity,Asian/Pacific Islander,939,14.7
2017,Santa Cruz,All Ages,Race-Ethnicity,Asian/Pacific Islander,12,14.4
2017,Shasta,All Ages,Race-Ethnicity,Asian/Pacific Islander,23,52.5
2017,Solano,All Ages,Race-Ethnicity,Asian/Pacific Islander,429,70.8
2017,Sonoma,All Ages,Race-Ethnicity,Asian/Pacific Islander,61,36.9
2017,Stanislaus,All Ages,Race-Ethnicity,Asian/Pacific Islander,66,21.3
2017,Sutter,All Ages,Race-Ethnicity,Asian/Pacific Islander,30,20.5
2017,Tulare,All Ages,Race-Ethnicity,Asian/Pacific Islander,22,17.2
2017,Ventura,All Ages,Race-Ethnicity,Asian/Pacific Islander,67,12.3
2017,Yolo,All Ages,Race-Ethnicity,Asian/Pacific Islander,51,60.5
2017,Yuba,All Ages,Race-Ethnicity,Asian/Pacific Islander,14,33.8
2017,Alameda,All Ages,Race-Ethnicity,African-American,3564,202.8
2017,Butte,All Ages,Race-Ethnicity,African-American,68,192.3
2017,California,All Ages,Race-Ethnicity,African-American,36416,168.0
2017,Contra Costa,All Ages,Race-Ethnicity,African-American,2136,216.3
2017,El Dorado,All Ages,Race-Ethnicity,African-American,27,206.5
2017,Fresno,All Ages,Race-Ethnicity,African-American,792,156.3
2017,Humboldt,All Ages,Race-Ethnicity,African-American,54,370.4
2017,Imperial,All Ages,Race-Ethnicity,African-American,31,145.4
2017,Kern,All Ages,Race-Ethnicity,African-American,952,184.5
2017,Kings,All Ages,Race-Ethnicity,African-American,156,208.6
2017,Lake,All Ages,Race-Ethnicity,African-American,35,381.2
2017,Los Angeles,All Ages,Race-Ethnicity,African-American,12350,162.3
2017,Madera,All Ages,Race-Ethnicity,African-American,62,199.0
2017,Marin,All Ages,Race-Ethnicity,African-American,69,113.1
2017,Mendocino,All Ages,Race-Ethnicity,African-American,18,328.6
2017,Merced,All Ages,Race-Ethnicity,African-American,226,252.9
2017,Monterey,All Ages,Race-Ethnicity,African-American,107,111.8
2017,Napa,All Ages,Race-Ethnicity,African-American,24,115.6
2017,Orange,All Ages,Race-Ethnicity,African-American,579,124.7
2017,Placer,All Ages,Race-Ethnicity,African-American,68,150.9
2017,Riverside,All Ages,Race-Ethnicity,African-American,1969,141.0
2017,Sacramento,All Ages,Race-Ethnicity,African-American,3427,221.4
2017,San Bernardino,All Ages,Race-Ethnicity,African-American,2594,135.6
2017,San Diego,All Ages,Race-Ethnicity,African-American,1689,113.7
2017,San Francisco,All Ages,Race-Ethnicity,African-American,1017,257.8
2017,San Joaquin,All Ages,Race-Ethnicity,African-American,1239,225.0
2017,San Luis Obispo,All Ages,Race-Ethnicity,African-American,40,106.1
2017,San Mateo,All Ages,Race-Ethnicity,African-American,140,82.6
2017,Santa Barbara,All Ages,Race-Ethnicity,African-American,81,118.1
2017,Santa Clara,All Ages,Race-Ethnicity,African-American,506,112.8
2017,Santa Cruz,All Ages,Race-Ethnicity,African-American,17,66.2
2017,Shasta,All Ages,Race-Ethnicity,African-American,30,192.8
2017,Solano,All Ages,Race-Ethnicity,African-American,1425,242.8
2017,Sonoma,All Ages,Race-Ethnicity,African-American,113,164.7
2017,Stanislaus,All Ages,Race-Ethnicity,African-American,320,216.1
2017,Sutter,All Ages,Race-Ethnicity,African-American,43,263.0
2017,Tulare,All Ages,Race-Ethnicity,African-American,58,109.4
2017,Ventura,All Ages,Race-Ethnicity,African-American,124,101.4
2017,Yolo,All Ages,Race-Ethnicity,African-American,95,180.3
2017,Yuba,All Ages,Race-Ethnicity,African-American,43,206.8
2017,Alameda,All Ages,Race-Ethnicity,Hispanic,2098,53.0
2017,Amador,All Ages,Race-Ethnicity,Hispanic,28,58.7
2017,Butte,All Ages,Race-Ethnicity,Hispanic,133,34.8
2017,Calaveras,All Ages,Race-Ethnicity,Hispanic,11,
2017,California,All Ages,Race-Ethnicity,Hispanic,75479,45.8
2017,Colusa,All Ages,Race-Ethnicity,Hispanic,42,25.9
2017,Contra Costa,All Ages,Race-Ethnicity,Hispanic,2027,66.9
2017,Del Norte,All Ages,Race-Ethnicity,Hispanic,16,29.6
2017,El Dorado,All Ages,Race-Ethnicity,Hispanic,97,37.9
2017,Fresno,All Ages,Race-Ethnicity,Hispanic,4818,80.5
2017,Glenn,All Ages,Race-Ethnicity,Hispanic,41,34.2
2017,Humboldt,All Ages,Race-Ethnicity,Hispanic,84,47.3
2017,Imperial,All Ages,Race-Ethnicity,Hispanic,1129,66.0
2017,Inyo,All Ages,Race-Ethnicity,Hispanic,27,57.7
2017,Kern,All Ages,Race-Ethnicity,Hispanic,2403,45.6
2017,Kings,All Ages,Race-Ethnicity,Hispanic,577,60.9
2017,Lake,All Ages,Race-Ethnicity,Hispanic,93,72.1
2017,Lassen,All Ages,Race-Ethnicity,Hispanic,14,35.8
2017,Los Angeles,All Ages,Race-Ethnicity,Hispanic,24959,48.5
2017,Madera,All Ages,Race-Ethnicity,Hispanic,680,65.7
2017,Marin,All Ages,Race-Ethnicity,Hispanic,144,31.2
2017,Mendocino,All Ages,Race-Ethnicity,Hispanic,127,52.1
2017,Merced,All Ages,Race-Ethnicity,Hispanic,1258,72.5
2017,Mono,All Ages,Race-Ethnicity,Hispanic,14,34.8
2017,Monterey,All Ages,Race-Ethnicity,Hispanic,1210,43.5
2017,Napa,All Ages,Race-Ethnicity,Hispanic,187,38.8
2017,Nevada,All Ages,Race-Ethnicity,Hispanic,32,31.9
2017,Orange,All Ages,Race-Ethnicity,Hispanic,3846,32.4
2017,Placer,All Ages,Race-Ethnicity,Hispanic,163,29.5
2017,Plumas,All Ages,Race-Ethnicity,Hispanic,11,
2017,Riverside,All Ages,Race-Ethnicity,Hispanic,4365,36.5
2017,Sacramento,All Ages,Race-Ethnicity,Hispanic,2305,61.6
2017,San Benito,All Ages,Race-Ethnicity,Hispanic,237,67.4
2017,San Bernardino,All Ages,Race-Ethnicity,Hispanic,5105,42.0
2017,San Diego,All Ages,Race-Ethnicity,Hispanic,4114,32.8
2017,San Francisco,All Ages,Race-Ethnicity,Hispanic,728,56.1
2017,San Joaquin,All Ages,Race-Ethnicity,Hispanic,1738,52.5
2017,San Luis Obispo,All Ages,Race-Ethnicity,Hispanic,203,28.9
2017,San Mateo,All Ages,Race-Ethnicity,Hispanic,943,47.3
2017,Santa Barbara,All Ages,Race-Ethnicity,Hispanic,742,32.8
2017,Santa Clara,All Ages,Race-Ethnicity,Hispanic,2485,45.4
2017,Santa Cruz,All Ages,Race-Ethnicity,Hispanic,340,32.4
2017,Shasta,All Ages,Race-Ethnicity,Hispanic,48,25.6
2017,Siskiyou,All Ages,Race-Ethnicity,Hispanic,12,21.0
2017,Solano,All Ages,Race-Ethnicity,Hispanic,808,67.3
2017,Sonoma,All Ages,Race-Ethnicity,Hispanic,584,42.2
2017,Stanislaus,All Ages,Race-Ethnicity,Hispanic,1378,51.1
2017,Sutter,All Ages,Race-Ethnicity,Hispanic,89,27.6
2017,Tehama,All Ages,Race-Ethnicity,Hispanic,102,58.6
2017,Tulare,All Ages,Race-Ethnicity,Hispanic,1034,29.8
2017,Tuolumne,All Ages,Race-Ethnicity,Hispanic,20,30.7
2017,Ventura,All Ages,Race-Ethnicity,Hispanic,1373,34.8
2017,Yolo,All Ages,Race-Ethnicity,Hispanic,328,45.2
2017,Yuba,All Ages,Race-Ethnicity,Hispanic,83,38.9
2017,Alameda,All Ages,Race-Ethnicity,White,1466,28.4
2017,Amador,All Ages,Race-Ethnicity,White,125,52.9
2017,Butte,All Ages,Race-Ethnicity,White,664,48.0
2017,Calaveras,All Ages,Race-Ethnicity,White,167,61.2
2017,California,All Ages,Race-Ethnicity,White,46961,35.6
2017,Colusa,All Ages,Race-Ethnicity,White,12,22.8
2017,Contra Costa,All Ages,Race-Ethnicity,White,1625,36.2
2017,Del Norte,All Ages,Race-Ethnicity,White,109,84.6
2017,El Dorado,All Ages,Race-Ethnicity,White,445,37.8
2017,Fresno,All Ages,Race-Ethnicity,White,1791,73.6
2017,Glenn,All Ages,Race-Ethnicity,White,72,49.2
2017,Humboldt,All Ages,Race-Ethnicity,White,614,68.4
2017,Imperial,All Ages,Race-Ethnicity,White,123,70.3
2017,Inyo,All Ages,Race-Ethnicity,White,63,77.6
2017,Kern,All Ages,Race-Ethnicity,White,1229,44.5
2017,Kings,All Ages,Race-Ethnicity,White,315,71.2
2017,Lake,All Ages,Race-Ethnicity,White,319,78.9
2017,Lassen,All Ages,Race-Ethnicity,White,102,55.6
2017,Los Angeles,All Ages,Race-Ethnicity,White,7271,29.7
2017,Madera,All Ages,Race-Ethnicity,White,211,51.6
2017,Marin,All Ages,Race-Ethnicity,White,312,18.4
2017,Mariposa,All Ages,Race-Ethnicity,White,48,46.4
2017,Mendocino,All Ages,Race-Ethnicity,White,365,82.5
2017,Merced,All Ages,Race-Ethnicity,White,483,75.0
2017,Modoc,All Ages,Race-Ethnicity,White,39,73.0
2017,Mono,All Ages,Race-Ethnicity,White,17,24.7
2017,Monterey,All Ages,Race-Ethnicity,White,450,38.1
2017,Napa,All Ages,Race-Ethnicity,White,277,45.7
2017,Nevada,All Ages,Race-Ethnicity,White,260,41.6
2017,Orange,All Ages,Race-Ethnicity,White,3318,28.9
2017,Placer,All Ages,Race-Ethnicity,White,847,34.9
2017,Plumas,All Ages,Race-Ethnicity,White,68,63.3
2017,Riverside,All Ages,Race-Ethnicity,White,3021,41.1
2017,Sacramento,All Ages,Race-Ethnicity,White,2947,47.1
2017,San Benito,All Ages,Race-Ethnicity,White,93,56.5
2017,San Bernardino,All Ages,Race-Ethnicity,White,2500,45.9
2017,San Diego,All Ages,Race-Ethnicity,White,3039,21.7
2017,San Francisco,All Ages,Race-Ethnicity,White,798,24.8
2017,San Joaquin,All Ages,Race-Ethnicity,White,1141,54.9
2017,San Luis Obispo,All Ages,Race-Ethnicity,White,481,30.9
2017,San Mateo,All Ages,Race-Ethnicity,White,676,23.3
2017,Santa Barbara,All Ages,Race-Ethnicity,White,535,31.0
2017,Santa Clara,All Ages,Race-Ethnicity,White,1410,23.7
2017,Santa Cruz,All Ages,Race-Ethnicity,White,377,27.3
2017,Shasta,All Ages,Race-Ethnicity,White,565,46.8
2017,Siskiyou,All Ages,Race-Ethnicity,White,121,43.7
2017,Solano,All Ages,Race-Ethnicity,White,1050,71.4
2017,Sonoma,All Ages,Race-Ethnicity,White,1093,39.0
2017,Stanislaus,All Ages,Race-Ethnicity,White,1175,58.1
2017,Sutter,All Ages,Race-Ethnicity,White,115,29.6
2017,Tehama,All Ages,Race-Ethnicity,White,209,57.7
2017,Trinity,All Ages,Race-Ethnicity,White,44,48.9
2017,Tulare,All Ages,Race-Ethnicity,White,344,31.3
2017,Tuolumne,All Ages,Race-Ethnicity,White,215,62.7
2017,Ventura,All Ages,Race-Ethnicity,White,1178,35.9
2017,Yolo,All Ages,Race-Ethnicity,White,364,40.5
2017,Yuba,All Ages,Race-Ethnicity,White,211,51.5
2017,Alameda,All Ages,Sex,Female,4681,57.3
2017,Amador,All Ages,Sex,Female,88,57.8
2017,Butte,All Ages,Sex,Female,472,45.2
2017,Calaveras,All Ages,Sex,Female,118,63.9
2017,California,All Ages,Sex,Female,93308,48.2
2017,Colusa,All Ages,Sex,Female,23,21.8
2017,Contra Costa,All Ages,Sex,Female,3628,65.4
2017,Del Norte,All Ages,Sex,Female,91,83.8
2017,El Dorado,All Ages,Sex,Female,390,47.8
2017,Fresno,All Ages,Sex,Female,3695,74.1
2017,Glenn,All Ages,Sex,Female,67,47.6
2017,Humboldt,All Ages,Sex,Female,486,78.2
2017,Imperial,All Ages,Sex,Female,605,64.6
2017,Inyo,All Ages,Sex,Female,66,93.6
2017,Kern,All Ages,Sex,Female,2421,55.4
2017,Kings,All Ages,Sex,Female,499,75.7
2017,Lake,All Ages,Sex,Female,289,95.1
2017,Lassen,All Ages,Sex,Female,71,76.5
2017,Los Angeles,All Ages,Sex,Female,25420,50.2
2017,Madera,All Ages,Sex,Female,480,60.0
2017,Marin,All Ages,Sex,Female,323,26.4
2017,Mariposa,All Ages,Sex,Female,33,47.3
2017,Mendocino,All Ages,Sex,Female,324,82.3
2017,Merced,All Ages,Sex,Female,1033,76.9
2017,Modoc,All Ages,Sex,Female,42,124.9
2017,Mono,All Ages,Sex,Female,12,18.5
2017,Monterey,All Ages,Sex,Female,1021,48.1
2017,Napa,All Ages,Sex,Female,309,45.1
2017,Nevada,All Ages,Sex,Female,171,43.3
2017,Orange,All Ages,Sex,Female,4701,30.1
2017,Placer,All Ages,Sex,Female,639,35.5
2017,Plumas,All Ages,Sex,Female,45,74.0
2017,Riverside,All Ages,Sex,Female,5191,44.4
2017,Sacramento,All Ages,Sex,Female,5231,69.9
2017,San Benito,All Ages,Sex,Female,174,61.9
2017,San Bernardino,All Ages,Sex,Female,5818,53.8
2017,San Diego,All Ages,Sex,Female,5524,34.0
2017,San Francisco,All Ages,Sex,Female,1666,41.9
2017,San Joaquin,All Ages,Sex,Female,2444,66.7
2017,San Luis Obispo,All Ages,Sex,Female,429,35.6
2017,San Mateo,All Ages,Sex,Female,1256,32.5
2017,Santa Barbara,All Ages,Sex,Female,776,35.7
2017,Santa Clara,All Ages,Sex,Female,3034,31.6
2017,Santa Cruz,All Ages,Sex,Female,372,28.7
2017,Shasta,All Ages,Sex,Female,378,46.4
2017,Siskiyou,All Ages,Sex,Female,83,43.0
2017,Solano,All Ages,Sex,Female,2179,103.2
2017,Sonoma,All Ages,Sex,Female,1054,43.6
2017,Stanislaus,All Ages,Sex,Female,1596,59.5
2017,Sutter,All Ages,Sex,Female,152,32.2
2017,Tehama,All Ages,Sex,Female,177,60.9
2017,Trinity,All Ages,Sex,Female,30,53.7
2017,Tulare,All Ages,Sex,Female,1089,46.2
2017,Tuolumne,All Ages,Sex,Female,122,59.6
2017,Ventura,All Ages,Sex,Female,1527,36.8
2017,Yolo,All Ages,Sex,Female,497,46.3
2017,Yuba,All Ages,Sex,Female,194,52.4
2017,Alameda,All Ages,Sex,Male,4261,54.7
2017,Amador,All Ages,Sex,Male,88,57.7
2017,Butte,All Ages,Sex,Male,464,45.3
2017,Calaveras,All Ages,Sex,Male,80,46.3
2017,California,All Ages,Sex,Male,86745,45.3
2017,Colusa,All Ages,Sex,Male,39,34.0
2017,Contra Costa,All Ages,Sex,Male,3078,59.1
2017,Del Norte,All Ages,Sex,Male,59,46.6
2017,El Dorado,All Ages,Sex,Male,260,33.2
2017,Fresno,All Ages,Sex,Male,4088,76.2
2017,Glenn,All Ages,Sex,Male,62,43.5
2017,Humboldt,All Ages,Sex,Male,365,57.0
2017,Imperial,All Ages,Sex,Male,686,65.9
2017,Inyo,All Ages,Sex,Male,44,50.1
2017,Kern,All Ages,Sex,Male,2432,49.6
2017,Kings,All Ages,Sex,Male,575,64.4
2017,Lake,All Ages,Sex,Male,193,64.9
2017,Lassen,All Ages,Sex,Male,60,38.2
2017,Los Angeles,All Ages,Sex,Male,24084,49.3
2017,Madera,All Ages,Sex,Male,499,62.5
2017,Marin,All Ages,Sex,Male,241,20.8
2017,Mariposa,All Ages,Sex,Male,30,45.2
2017,Mendocino,All Ages,Sex,Male,243,60.0
2017,Merced,All Ages,Sex,Male,1034,70.4
2017,Modoc,All Ages,Sex,Male,35,88.7
2017,Mono,All Ages,Sex,Male,28,44.5
2017,Monterey,All Ages,Sex,Male,895,38.6
2017,Napa,All Ages,Sex,Male,228,35.0
2017,Nevada,All Ages,Sex,Male,135,34.0
2017,Orange,All Ages,Sex,Male,4383,29.0
2017,Placer,All Ages,Sex,Male,554,33.6
2017,Plumas,All Ages,Sex,Male,41,53.4
2017,Riverside,All Ages,Sex,Male,4885,41.6
2017,Sacramento,All Ages,Sex,Male,4898,66.5
2017,San Benito,All Ages,Sex,Male,166,60.3
2017,San Bernardino,All Ages,Sex,Male,5386,48.4
2017,San Diego,All Ages,Sex,Male,4815,29.1
2017,San Francisco,All Ages,Sex,Male,1581,41.4
2017,San Joaquin,All Ages,Sex,Male,2437,64.5
2017,San Luis Obispo,All Ages,Sex,Male,371,31.4
2017,San Mateo,All Ages,Sex,Male,1090,30.7
2017,Santa Barbara,All Ages,Sex,Male,695,31.3
2017,Santa Clara,All Ages,Sex,Male,2831,29.6
2017,Santa Cruz,All Ages,Sex,Male,400,30.8
2017,Shasta,All Ages,Sex,Male,344,43.9
2017,Siskiyou,All Ages,Sex,Male,76,41.3
2017,Solano,All Ages,Sex,Male,1671,79.8
2017,Sonoma,All Ages,Sex,Male,884,39.5
2017,Stanislaus,All Ages,Sex,Male,1481,53.1
2017,Sutter,All Ages,Sex,Male,149,30.9
2017,Tehama,All Ages,Sex,Male,173,57.9
2017,Trinity,All Ages,Sex,Male,25,46.7
2017,Tulare,All Ages,Sex,Male,1045,40.4
2017,Tuolumne,All Ages,Sex,Male,122,50.4
2017,Ventura,All Ages,Sex,Male,1309,32.5
2017,Yolo,All Ages,Sex,Male,397,39.5
2017,Yuba,All Ages,Sex,Male,172,43.5
2017,Alameda,Under 18,Total Population,Under 18,3179,90.7
2017,Amador,Under 18,Total Population,Under 18,38,71.2
2017,Butte,Under 18,Total Population,Under 18,226,49.4
2017,Calaveras,Under 18,Total Population,Under 18,50,70.3
2017,California,Under 18,Total Population,Under 18,68787,74.5
2017,Colusa,Under 18,Total Population,Under 18,37,61.9
2017,Contra Costa,Under 18,Total Population,Under 18,2204,89.4
2017,Del Norte,Under 18,Total Population,Under 18,52,88.7
2017,El Dorado,Under 18,Total Population,Under 18,163,46.9
2017,Fresno,Under 18,Total Population,Under 18,4371,153.9
2017,Glenn,Under 18,Total Population,Under 18,27,36.2
2017,Humboldt,Under 18,Total Population,Under 18,173,61.7
2017,Imperial,Under 18,Total Population,Under 18,691,126.8
2017,Inyo,Under 18,Total Population,Under 18,32,78.4
2017,Kern,Under 18,Total Population,Under 18,2219,86.4
2017,Kings,Under 18,Total Population,Under 18,506,109.7
2017,Lake,Under 18,Total Population,Under 18,112,82.2
2017,Lassen,Under 18,Total Population,Under 18,35,63.7
2017,Los Angeles,Under 18,Total Population,Under 18,19061,82.5
2017,Madera,Under 18,Total Population,Under 18,562,132.6
2017,Marin,Under 18,Total Population,Under 18,165,32.7
2017,Mariposa,Under 18,Total Population,Under 18,14,50.9
2017,Mendocino,Under 18,Total Population,Under 18,192,100.0
2017,Merced,Under 18,Total Population,Under 18,894,112.3
2017,Modoc,Under 18,Total Population,Under 18,19,105.3
2017,Monterey,Under 18,Total Population,Under 18,747,64.3
2017,Napa,Under 18,Total Population,Under 18,152,52.5
2017,Nevada,Under 18,Total Population,Under 18,80,50.3
2017,Orange,Under 18,Total Population,Under 18,3828,53.1
2017,Placer,Under 18,Total Population,Under 18,372,50.1
2017,Plumas,Under 18,Total Population,Under 18,29,96.8
2017,Riverside,Under 18,Total Population,Under 18,3931,66.1
2017,Sacramento,Under 18,Total Population,Under 18,3169,87.6
2017,San Benito,Under 18,Total Population,Under 18,138,97.2
2017,San Bernardino,Under 18,Total Population,Under 18,4519,78.2
2017,San Diego,Under 18,Total Population,Under 18,4291,52.9
2017,San Francisco,Under 18,Total Population,Under 18,1049,75.3
2017,San Joaquin,Under 18,Total Population,Under 18,1692,85.3
2017,San Luis Obispo,Under 18,Total Population,Under 18,270,53.7
2017,San Mateo,Under 18,Total Population,Under 18,752,46.1
2017,Santa Barbara,Under 18,Total Population,Under 18,574,55.9
2017,Santa Clara,Under 18,Total Population,Under 18,1834,40.8
2017,Santa Cruz,Under 18,Total Population,Under 18,290,48.3
2017,Shasta,Under 18,Total Population,Under 18,229,61.2
2017,Siskiyou,Under 18,Total Population,Under 18,45,52.5
2017,Solano,Under 18,Total Population,Under 18,1199,120.6
2017,Sonoma,Under 18,Total Population,Under 18,561,58.0
2017,Stanislaus,Under 18,Total Population,Under 18,1121,77.1
2017,Sutter,Under 18,Total Population,Under 18,118,47.5
2017,Tehama,Under 18,Total Population,Under 18,139,91.1
2017,Tulare,Under 18,Total Population,Under 18,1054,73.4
2017,Tuolumne,Under 18,Total Population,Under 18,62,71.4
2017,Ventura,Under 18,Total Population,Under 18,1080,54.9
2017,Yolo,Under 18,Total Population,Under 18,294,58.8
2017,Yuba,Under 18,Total Population,Under 18,121,56.0
2017,California,Under 18,Race-Ethnicity,American Indian/Alaskan Native,204,62.0
2017,Contra Costa,Under 18,Race-Ethnicity,American Indian/Alaskan Native,16,281.2
2017,Mendocino,Under 18,Race-Ethnicity,American Indian/Alaskan Native,14,147.4
2017,San Bernardino,Under 18,Race-Ethnicity,American Indian/Alaskan Native,43,281.3
2017,San Diego,Under 18,Race-Ethnicity,American Indian/Alaskan Native,12,37.6
2017,San Francisco,Under 18,Race-Ethnicity,American Indian/Alaskan Native,16,622.4
2017,Alameda,Under 18,Race-Ethnicity,Asian/Pacific Islander,402,44.2
2017,California,Under 18,Race-Ethnicity,Asian/Pacific Islander,3625,35.3
2017,Contra Costa,Under 18,Race-Ethnicity,Asian/Pacific Islander,166,49.9
2017,Fresno,Under 18,Race-Ethnicity,Asian/Pacific Islander,134,53.0
2017,Kern,Under 18,Race-Ethnicity,Asian/Pacific Islander,35,44.6
2017,Los Angeles,Under 18,Race-Ethnicity,Asian/Pacific Islander,711,29.0
2017,Merced,Under 18,Race-Ethnicity,Asian/Pacific Islander,25,48.5
2017,Monterey,Under 18,Race-Ethnicity,Asian/Pacific Islander,19,53.6
2017,Orange,Under 18,Race-Ethnicity,Asian/Pacific Islander,305,25.3
2017,Placer,Under 18,Race-Ethnicity,Asian/Pacific Islander,19,40.6
2017,Riverside,Under 18,Race-Ethnicity,Asian/Pacific Islander,86,30.7
2017,Sacramento,Under 18,Race-Ethnicity,Asian/Pacific Islander,276,51.2
2017,San Bernardino,Under 18,Race-Ethnicity,Asian/Pacific Islander,82,27.3
2017,San Diego,Under 18,Race-Ethnicity,Asian/Pacific Islander,251,37.0
2017,San Francisco,Under 18,Race-Ethnicity,Asian/Pacific Islander,187,51.1
2017,San Joaquin,Under 18,Race-Ethnicity,Asian/Pacific Islander,121,47.6
2017,San Mateo,Under 18,Race-Ethnicity,Asian/Pacific Islander,174,45.1
2017,Santa Clara,Under 18,Race-Ethnicity,Asian/Pacific Islander,335,23.3
2017,Solano,Under 18,Race-Ethnicity,Asian/Pacific Islander,122,111.8
2017,Sonoma,Under 18,Race-Ethnicity,Asian/Pacific Islander,22,72.9
2017,Stanislaus,Under 18,Race-Ethnicity,Asian/Pacific Islander,16,24.9
2017,Sutter,Under 18,Race-Ethnicity,Asian/Pacific Islander,12,36.3
2017,Ventura,Under 18,Race-Ethnicity,Asian/Pacific Islander,22,21.4
2017,Yolo,Under 18,Race-Ethnicity,Asian/Pacific Islander,12,27.0
2017,Alameda,Under 18,Race-Ethnicity,African-American,1011,288.2
2017,Butte,Under 18,Race-Ethnicity,African-American,11,
2017,California,Under 18,Race-Ethnicity,African-American,12199,253.7
2017,Contra Costa,Under 18,Race-Ethnicity,African-American,651,308.0
2017,Fresno,Under 18,Race-Ethnicity,African-American,511,384.5
2017,Imperial,Under 18,Race-Ethnicity,African-American,14,380.6
